htid,access,rights,ht_bib_key,description,source,source_bib_num,oclc_num,isbn,issn,lccn,title,imprint,rights_reason_code,rights_timestamp,us_gov_doc_flag,rights_date_used,pub_place,lang,bib_fmt,collection_code,content_provider_code,responsible_entity_code,digitization_agent_code,access_profile_code,author,catalog_url,handle_url,publisher,501c3,in_twin_cities,donor_list
mdp.39015047588515,0,ic,4052339,,MIU,990040523390106381,40305539,"1571314083,9781571314086",,98032216,Butterfly effect / Harry Humes.,"Milkweed Editions ; Distributed by Publishers Group West, 1999.",bib,2012-09-08 19:30:57,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Humes, Harry.",https://catalog.hathitrust.org/Record/4052339,https://hdl.handle.net/2027/mdp.39015047588515,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'target', 'honeywell foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation']"
mdp.39015047780831,0,ic,858513,,MIU,990008585130106381,14214752,"0915943204,9780915943203",,86062394,One age in a dream / Diane Glancy ; illustrations by Jay Moon,"Milkweed Editions, 1986",bib,2008-10-11 22:30:11,0,1986,mnu,eng,BK,MIU,umich,umich,google,google,"Glancy, Diane.",https://catalog.hathitrust.org/Record/858513,https://hdl.handle.net/2027/mdp.39015047780831,Milkweed Editions,True,True,[]
mdp.39015047842904,0,ic,4066582,,MIU,990040665820106381,40395758,"1571312250,1571312285,9781571312259,9781571312280",,98050946,The dream of the Marsh Wren : writing as reciprocal creation / Pattiann Rogers.,"Milkweed Editions ; Distributed by Publishers Group West, 1999.",bib,2012-06-18 19:30:21,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Rogers, Pattiann, 1940-",https://catalog.hathitrust.org/Record/4066582,https://hdl.handle.net/2027/mdp.39015047842904,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'target', 'target', 'doherty, rumble and butler foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'creation and presentation programs of the national endowment for the arts', 'national endowment for the arts', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', 'st. paul companies', 'star tribune foundation', ""lila wallace reader's digest fund""]"
mdp.39015047849404,0,ic,4079943,,MIU,990040799430106381,42475637,"1571310312,9781571310316",,99047930,My lord bag of rice : new and selected stories / Carol Bly.,"Milkweed Editions : Distributed by Publishers Group West, 2000.",bib,2012-06-18 19:30:21,0,2000,mnu,eng,BK,MIU,umich,umich,google,google,"Bly, Carol.",https://catalog.hathitrust.org/Record/4079943,https://hdl.handle.net/2027/mdp.39015047849404,Milkweed Editions,True,True,"['james ford bell foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation', 'u.s. bancorp piper jaffray foundation']"
mdp.39015048691243,0,ic,950669,,MIU,990009506690106381,14241562,"0915943190,9780915943197",,86062393,Eating the sting : including The heronry / by John Caddy.,"Milkweed Editions, 1986.",bib,2012-03-08 19:30:14,0,1986,mnu,eng,BK,MIU,umich,umich,google,google,"Caddy, John.",https://catalog.hathitrust.org/Record/950669,https://hdl.handle.net/2027/mdp.39015048691243,Milkweed Editions,True,True,[]
mdp.39015048764370,0,ic,4050990,,MIU,990040509900106381,40723748,"1571310290,9781571310293",,99018183,Pu-239 and other Russian fantasies / Ken Kalfus.,"Milkweed Editions, c1999.",bib,2008-06-03 09:30:14,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Kalfus, Ken.",https://catalog.hathitrust.org/Record/4050990,https://hdl.handle.net/2027/mdp.39015048764370,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'target', 'target', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation']"
mdp.39015048889839,0,ic,1074822,,MIU,990010748220106381,17949923,"0915943263,9780915943265",,87063531,Ganado Red : a novella and stories / Susan Lowell ; foreword by Phillip Lopate ; designed and illustrated by R.W. Scholes.,"Milkweed Editions, 1988.",bib,2012-08-14 19:30:19,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Lowell, Susan, 1950-",https://catalog.hathitrust.org/Record/1074822,https://hdl.handle.net/2027/mdp.39015048889839,Milkweed Editions,True,True,"['target', 'target', 'jerome foundation', None, 'united arts', None]"
mdp.39015048899788,0,ic,1090232,,MIU,990010902320106381,19099846,"091594331X,9780915943319",,,Traveling light : monologues / by Jim Stowell.,"Milkweed Editions, 1988.",bib,2012-07-07 19:30:23,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Stowell, Jim.",https://catalog.hathitrust.org/Record/1090232,https://hdl.handle.net/2027/mdp.39015048899788,Milkweed Editions,True,True,"['national endowment for the arts', 'target', 'target', 'jerome foundation', None, 'united arts', None, 'metropolitan regional arts council']"
mdp.39015049484853,0,ic,4130855,,MIU,990041308550106381,43641128,"1571312455,9781571312457",,00023180,Eccentric islands : travels real and imaginary / Bill Holm.,"Milkweed Editions, c2000.",bib,2009-01-09 21:30:02,0,2000,mnu,eng,BK,MIU,umich,umich,google,google,"Holm, Bill, 1943-2009.",https://catalog.hathitrust.org/Record/4130855,https://hdl.handle.net/2027/mdp.39015049484853,Milkweed Editions,True,True,"['james ford bell foundation', 'bush foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'target', 'target', 'u.s. bancorp piper jaffray foundation']"
mdp.39015049528881,0,ic,4130009,,MIU,990041300090106381,40887145,"1571310282,9781571310286",,,"The boy without a flag : tales of the South Bronx / by Abraham Rodriguez, Jr.","Milkweed Editions, 1999.",bib,2012-03-18 19:30:20,0,1999,mnu,eng,BK,MIU,umich,umich,google,google,"Rodriguez, Abraham, 1961-",https://catalog.hathitrust.org/Record/4130009,https://hdl.handle.net/2027/mdp.39015049528881,Milkweed Editions,True,True,"['star tribune foundation', 'target', 'target', 'ecolab foundation', 'first bank system foundation', 'general mills foundation', 'jerome foundation', 'mcknight foundation', 'andrew w. mellon foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'northwest area foundation', ""i. a. o'shaughnessy foundation"", 'james ford bell foundation', 'bush foundation', 'target', 'target', 'doherty, rumble and butler foundation', 'whitney foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'norwest foundation', 'norwest investment management and trust', 'oswald family foundation', 'piper jaffray companies, inc.', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'james r. thorpe foundation']"
mdp.39015049978136,0,ic,4153930,,MIU,990041539300106381,45100221,"157131248X,1571312498,9781571312488,9781571312495",,00048996,Writing the sacred into the real / Alison Hawthorne Deming.,"Milkweed Editions, 2001.",bib,2008-05-26 09:30:04,0,2001,mnu,eng,BK,MIU,umich,umich,google,google,"Deming, Alison Hawthorne, 1946-",https://catalog.hathitrust.org/Record/4153930,https://hdl.handle.net/2027/mdp.39015049978136,Milkweed Editions,True,True,"['james ford bell foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'norwest investment management and trust', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'u.s. bancorp piper jaffray foundation', 'u.s. bancorp piper jaffray foundation', 'bush foundation', 'target']"
mdp.39015049982260,0,ic,4157730,,MIU,990041577300106381,43115155,"1571314113,9781571314116",,99088540,Turning over the earth / Ralph Black.,"Milkweed Editions, 2000.",bib,2012-09-07 19:31:01,0,2000,mnu,eng,BK,MIU,umich,umich,google,google,"Black, Ralph, 1960-",https://catalog.hathitrust.org/Record/4157730,https://hdl.handle.net/2027/mdp.39015049982260,Milkweed Editions,True,True,"['james ford bell foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'target', 'target', 'u.s. bancorp piper jaffray foundation']"
mdp.39015050121329,0,ic,4113102,,MIU,990041131020106381,42476737,"1571314105,9781571314109",,99049399,Urban nature : poems about wildlife in the city / edited by Laure-Anne Bosselaar.,"Milkweed Editions, 2000.",bib,2012-06-20 10:04:06,0,2000,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/4113102,https://hdl.handle.net/2027/mdp.39015050121329,Milkweed Editions,True,True,"['james ford bell foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'star tribune foundation', 'target', 'target', 'u.s. bancorp piper jaffray foundation', 'u.s. bancorp piper jaffray foundation', 'bush foundation']"
mdp.39015050790750,0,ic,4185559,,MIU,990041855590106381,46783015,"1571312633,1571312641,9781571312631,9781571312648",,2001034283,Arctic refuge : a circle of testimony / compiled by Hank Lentfer and Carolyn Servid.,"Milkweed Editions, c2001.",bib,2010-09-14 04:30:04,0,2001,mnu,eng,BK,MIU,umich,umich,google,google,,https://catalog.hathitrust.org/Record/4185559,https://hdl.handle.net/2027/mdp.39015050790750,Milkweed Editions,True,True,"['bush foundation', 'general mills foundation', ""marshall field's project imagine with support from the target foundation"", 'target', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'u.s. bancorp piper jaffray foundation']"
mdp.39015051169145,0,ic,1298503,,MIU,990012985030106381,18472022,,,87063533,This error is the sign of love : poems / by Lewis Hyde.,"Milkweed Editions, 1988.",bib,2013-04-21 19:25:19,0,1988,mnu,eng,BK,MIU,umich,umich,google,google,"Hyde, Lewis, 1945-",https://catalog.hathitrust.org/Record/1298503,https://hdl.handle.net/2027/mdp.39015051169145,Milkweed Editions,True,True,"['national endowment for the arts', 'united arts', 'target', 'target', 'first bank system foundation', 'jerome foundation', None, 'mcknight foundation', 'national endowment for the arts', None]"
mdp.39015053159615,0,ic,4208519,,MIU,990042085190106381,45505962,"157131413X,9781571314130",,00067863,"Song of the world becoming : new and collected poems, 1981-2001 / Pattiann Rogers.","Milkweed Editions, 2001.",bib,2012-03-18 19:30:21,0,2001,mnu,eng,BK,MIU,umich,umich,google,google,"Rogers, Pattiann, 1940-",https://catalog.hathitrust.org/Record/4208519,https://hdl.handle.net/2027/mdp.39015053159615,Milkweed Editions,True,True,"['bush foundation', 'general mills foundation', 'honeywell foundation', 'jerome foundation', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'norwest foundation', 'ritz foundation', None, 'st. paul companies', 'target', 'u.s. bancorp piper jaffray foundation']"
mdp.39015053382738,0,ic,4182663,,MIU,990041826630106381,45806369,"1571312528,1571312536,9781571312525,9781571312532",,2001016411,An American child supreme : the education of a liberation ecologist / John Nichols.,"Milkweed Editions, 2001.",bib,2012-04-19 19:31:16,0,2001,mnu,eng,BK,MIU,umich,umich,google,google,"Nichols, John Treadwell, 1940-",https://catalog.hathitrust.org/Record/4182663,https://hdl.handle.net/2027/mdp.39015053382738,Milkweed Editions,True,True,"[""lila wallace reader's digest fund"", ""reader's legacy underwriter elly sturgis"", 'faegre and benson foundation', 'general mills foundation', ""marshall field's project imagine with support from the target foundation"", 'target', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'u.s. bancorp piper jaffray foundation']"
mdp.39015053747658,0,ic,4213359,,MIU,990042133590106381,46732251,"1571310363,9781571310361",,2001030966,"Hell's Bottom, Colorado / Laura Pritchett.","Milkweed Editions, 2001.",bib,2012-03-12 19:31:04,0,2001,mnu,eng,BK,MIU,umich,umich,google,google,"Pritchett, Laura, 1971-",https://catalog.hathitrust.org/Record/4213359,https://hdl.handle.net/2027/mdp.39015053747658,Milkweed Editions,True,True,"['jerome foundation', 'bush foundation', 'faegre and benson foundation', 'general mills foundation', ""marshall field's project imagine with support from the target foundation"", 'target', 'mcknight foundation', 'minnesota state arts board', 'minnesota state legislature', 'national endowment for the arts', 'norwest foundation', 'oswald family foundation', 'ritz foundation', None, 'st. paul companies', 'u.s. bancorp piper jaffray foundation']"
mdp.39015054164432,0,ic,4238377,,MIU,990042383770106381,45257595,"1571312463,9781571312464",,,"Planning to stay : a collaborative project / by William R. Morrish and Catherine R. Brown ; with Michael Robinson, Charlie Quimby and Susan Braun ; with a foreword by Neal Peirce.","Milkweed Editions, 2000.",bib,2018-08-28 03:25:38,0,2000,mnu,eng,BK,MIU,umich,umich,google,google,"Morrish, William R., 1948-",https://catalog.hathitrust.org/Record/4238377,https://hdl.handle.net/2027/mdp.39015054164432,Milkweed Editions,True,True,[]
